Slutpris,Title,Type,Location,Sale Date,Agent Name,Agent Link,Pris per kvadratmeter,Utgångspris,Prisutveckling,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Balkong,Våning,Byggår,Avgift,url,Driftskostnad,Uteplats,Biarea,Tomtarea,Arrende,Förening,Tomträttsavgäld,Lat,Long
1 195 000 kr,Branteviksgatan 28,Lägenhet,"Östra Sorgenfri, Malmö kommun",Såld 20 oktober 2022,Haris Horozovic,https://www.hemnet.se/maklare/fastighetsbyran-malmo-169/haris-horozovic-15581,19 917 kr/m²,1 195 000 kr,0 kr (±0 %),Lägenhet,Bostadsrätt,2 rum,60 m²,,"1 av 5, hiss finns ej",,3 566 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-ostra-sorgenfri-malmo-kommun-branteviksgatan-28-61512819498663777,1 587 kr/år,,,,,,,55.5933409,13.0314111
1 700 000 kr,Blekingsborgsgatan 11,Lägenhet,"Blekingsborg, Malmö kommun",Såld 05 oktober 2022,Rasmus Eriksson,https://www.hemnet.se/maklare/croisette-malmo-slottsstaden-1091/rasmus-eriksson-19260,20 118 kr/m²,,Utgångspris saknas,Lägenhet,Bostadsrätt,3 rum,"84,5 m²",Ja,"3 av 4, hiss finns ej",1958,5 550 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-blekingsborg-malmo-kommun-blekingsborgsgatan-11-2255043750643970630,,,,,,,,55.5771259,13.0027077
1 630 000 kr,Bangatan 6C,Lägenhet,"Möllevången, Malmö kommun",Såld 23 januari 2018,,,21 169 kr/m²,1 595 000 kr,+35 000 kr (+2 %),Lägenhet,Bostadsrätt,3 rum,77 m²,,,1964,3 965 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-mollevangen-malmo-kommun-bangatan-6c-782753,,,,,,,,55.5894242,13.0097093
1 945 000 kr,Köpenhamnsvägen 44A,Lägenhet,"Slottsstaden, Malmö kommun",Såld 19 maj 2020,Anders Backman,https://www.hemnet.se/maklare/croisette-malmo-slottsstaden-1091/anders-backman-15211,30 873 kr/m²,1 895 000 kr,+50 000 kr (+3 %),Lägenhet,Bostadsrätt,2 rum,63 m²,Ja,,1951,3 612 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-slottsstaden-malmo-kommun-kopenhamnsvagen-44a-1188388,,,,,,,,55.5935466,12.9703311
2 940 000 kr,Tessins väg 19b,Lägenhet,"Ribersborg, Malmö kommun",Såld 30 januari 2020,,,45 231 kr/m²,2 890 000 kr,+50 000 kr (+2 %),Lägenhet,Bostadsrätt,3 rum,65 m²,,"4 av 8, hiss finns",1957,3 528 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-ribersborg-malmo-kommun-tessins-vag-19b-1135588,5 760 kr/år,,,,,,,55.6002438,12.9744988
1 620 000 kr,John Ericssons väg 65A,Lägenhet,"Dammfri, Malmö kommun",Såld 07 januari 2020,Alexander Gustafsson,https://www.hemnet.se/maklare/lansforsakringar-fastighetsformedling-malmo-39311/alexander-gustafsson-16281,30 566 kr/m²,1 595 000 kr,+25 000 kr (+2 %),Lägenhet,Bostadsrätt,2 rum,53 m²,Ja,,,2 755 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-dammfri-malmo-kommun-john-ericssons-vag-65a-1124827,,,,,,,,55.5857556,13.0024659
1 600 000 kr,Kulladalsgatan 6C,Lägenhet,"Kulladal, Malmö kommun",Såld 27 oktober 2018,,,18 497 kr/m²,1 675 000 kr,-75 000 kr (-4 %),Lägenhet,Bostadsrätt,3 rum,"86,5 m²",,,1965,4 696 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-kulladal-malmo-kommun-kulladalsgatan-6c-903786,,,,,,HSB Brf Per Albins Hem,,55.5728876,13.0014906
995 000 kr,Konsultgatan 7,Lägenhet,"Södertorp, Malmö kommun",Såld 21 augusti 2015,,,16 048 kr/m²,995 000 kr,0 kr (±0 %),Lägenhet,Bostadsrätt,2 rum,62 m²,,,1971,3 533 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-sodertorp-malmo-kommun-konsultgatan-7-401091,3 492 kr/år,,,,,HSB Brf Södertorp,,55.576124,12.9910349
1 795 000 kr,Munkgatan 3,Lägenhet,"Triangeln, Malmö kommun",Såld 29 januari 2020,Maxime Melkie,https://www.hemnet.se/maklare/fastighetsbyran-malmo-169/maxime-melkie-8937,31 491 kr/m²,1 695 000 kr,+100 000 kr (+6 %),Lägenhet,Bostadsrätt,"1,5 rum",57 m²,Nej,,,3 436 kr/mån,"https://www.hemnet.se/salda/lagenhet-1,5rum-triangeln-malmo-kommun-munkgatan-3-1134755",,,,,,,,55.5954596,13.0003688
2 150 000 kr,Major Nilssonsgatan 11 B,Lägenhet,"Slottsstaden / Erikslust, Malmö kommun",Såld 23 juni 2022,Annika Jernberg,https://www.hemnet.se/maklare/fastighetsbyran-hollviken-170/annika-jernberg-18855,37 069 kr/m²,1 995 000 kr,+155 000 kr (+8 %),Lägenhet,Bostadsrätt,2 rum,58 m²,Ja,"3 av 3, hiss finns ej",1946,3 298 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-slottsstaden-erikslust-malmo-kommun-major-nilssonsgatan-11-b-6804433586934891541,,,,,,,,55.5960513,12.9716658
1 100 000 kr,Tornfalksgatan 16,Lägenhet,"Söderkulla, Malmö kommun",Såld 14 januari 2022,,,18 333 kr/m²,1 095 000 kr,+5 000 kr (±0 %),Lägenhet,Bostadsrätt,2 rum,60 m²,Ja,"1 av 3, hiss finns ej",1967,3 604 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-soderkulla-malmo-kommun-tornfalksgatan-16-982966317493137194,3 600 kr/år,,,,,,,55.5685522,13.0066513
995 000 kr,Eriksdalsgatan 3A,Lägenhet,"Katrinelund, Malmö kommun",Såld 03 april 2019,,,24 268 kr/m²,995 000 kr,0 kr (±0 %),Lägenhet,Bostadsrätt,"1,5 rum",41 m²,,,1961,2 272 kr/mån,"https://www.hemnet.se/salda/lagenhet-1,5rum-katrinelund-malmo-kommun-eriksdalsgatan-3a-975283",3 200 kr/år,,,,,HSB Brf Eriksdal,,55.6018825,13.0334207
2 525 000 kr,Carl Hillsgatan 10A,Lägenhet,"Ribersborg, Malmö kommun",Såld 22 november 2022,Labinot Krasniqi,https://www.hemnet.se/maklare/erik-olsson-fastighetsformedling-435894/labinot-krasniqi-8114,43 534 kr/m²,2 595 000 kr,-70 000 kr (-3 %),Lägenhet,Bostadsrätt,3 rum,58 m²,Ja,"3 av 4, hiss finns ej",1943,3 331 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-ribersborg-malmo-kommun-carl-hillsgatan-10a-5600901367036689376,2 520 kr/år,,,,,,,55.600669,12.9814489
1 095 000 kr,Sofierogatan 3 D,Lägenhet,"Ellstorp, Malmö kommun",Såld 27 september 2023,Mohammad Omran,https://www.hemnet.se/maklare/lansforsakringar-fastighetsformedling-malmo-39311/mohammad-omran-21383,29 595 kr/m²,1 095 000 kr,0 kr (±0 %),Lägenhet,Bostadsrätt,1 rum,37 m²,Nej,"3 av 6, hiss finns",1945,2 594 kr/mån,https://www.hemnet.se/salda/lagenhet-1rum-ellstorp-malmo-kommun-sofierogatan-3-d-1925013305521852065,528 kr/år,,,,,,,55.6041766,13.0324887
3 350 000 kr,Amiralsgatan 46 B,Lägenhet,"S:t Knut, Malmö kommun",Såld 23 mars 2021,Ericka Nguyen,https://www.hemnet.se/maklare/fastighetsbyran-malmo-169/ericka-nguyen-8936,51 538 kr/m²,2 995 000 kr,+355 000 kr (+12 %),Lägenhet,Bostadsrätt,3 rum,65 m²,Ja,,1936,3 662 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-s-t-knut-malmo-kommun-amiralsgatan-46-b-1351875,,,,,,,,55.5950253,13.0153236
3 700 000 kr,Köpenhamnsvägen 40C,Lägenhet,"Erikslust, Malmö kommun",Såld 26 maj 2022,Filip Ericsson,https://www.hemnet.se/maklare/bjurfors-malmo-vaster-12366/filip-ericsson-9481,48 052 kr/m²,3 495 000 kr,+205 000 kr (+6 %),Lägenhet,Bostadsrätt,3 rum,77 m²,Ja,"4 av 7, hiss finns",,4 389 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-erikslust-malmo-kommun-kopenhamnsvagen-40c-1145937705058219666,,,,,,,,55.5942129,12.9656625
1 730 000 kr,Bodekullsgatan 31 A,Lägenhet,"Östra Sorgenfri, Malmö kommun",Såld 18 januari 2024,Kenan Hasanoglu,https://www.hemnet.se/maklare/fastighetsbyran-malmo-169/kenan-hasanoglu-10334,29 322 kr/m²,1 695 000 kr,+35 000 kr (+2 %),Lägenhet,Bostadsrätt,2 rum,59 m²,Ja,"2 av 4, hiss finns ej",1945,4 418 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-ostra-sorgenfri-malmo-kommun-bodekullsgatan-31-a-4326101491042923249,13 420 kr/år,,,,,,,55.5928561,13.0239507
995 000 kr,Kristianstadsgatan 17B,Lägenhet,"Möllevången/Folkets Park, Malmö kommun",Såld 08 februari 2019,Mathias Johansson,https://www.hemnet.se/maklare/husmanhagberg-malmo-4545/mathias-johansson-12238,30 152 kr/m²,995 000 kr,0 kr (±0 %),Lägenhet,Bostadsrätt,1 rum,33 m²,,,1909,2 983 kr/mån,https://www.hemnet.se/salda/lagenhet-1rum-mollevangen-folkets-park-malmo-kommun-kristianstadsgatan-17b-944257,3 600 kr/år,,,,,BRF Källorna,,55.5914708,13.0152613
1 550 000 kr,Räfsgatan 20,Lägenhet,"Elinegård, Malmö kommun",Såld 30 oktober 2021,,,40 789 kr/m²,1 495 000 kr,+55 000 kr (+4 %),Lägenhet,Bostadsrätt,"1,5 rum",38 m²,Ja,"2 av 4, hiss finns",2018,2 321 kr/mån,"https://www.hemnet.se/salda/lagenhet-1,5rum-elinegard-malmo-kommun-rafsgatan-20-1488537",,,,,,,,55.5675786,12.9470491
2 850 000 kr,Exercisgatan 7,Lägenhet,"Rörsjöstaden, Malmö kommun",Såld 12 april 2016,,,25 715 kr/m²,2 995 000 kr,-145 000 kr (-5 %),Lägenhet,Annat,"4,5 rum","110,8 m²",,,1927,4 000 kr/mån,"https://www.hemnet.se/salda/lagenhet-4,5rum-rorsjostaden-malmo-kommun-exercisgatan-7-500493",,,,,,Bf Thorsgården u p a,,55.6063582,13.0146619
1 900 000 kr,Fågelbacksgatan 34 A,Lägenhet,"Slottsstaden, Malmö kommun",Såld 23 augusti 2021,Konrad Hättmark,https://www.hemnet.se/maklare/erik-olsson-fastighetsformedling-720071/konrad-hattmark-18279,48 718 kr/m²,1 795 000 kr,+105 000 kr (+6 %),Lägenhet,Bostadsrätt,2 rum,39 m²,Nej,"3 av 4, hiss finns ej",1941,2 950 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-slottsstaden-malmo-kommun-fagelbacksgatan-34-a-1440941,3 620 kr/år,,,,,,,55.5957805,12.9783547
1 160 000 kr,Stadiongatan 55D,Lägenhet,"Lorensborg, Malmö kommun",Såld 20 oktober 2021,Henrik Karlsson,https://www.hemnet.se/maklare/mohv-hyllie-725851/henrik-karlsson-63,31 781 kr/m²,1 095 000 kr,+65 000 kr (+6 %),Lägenhet,Bostadsrätt,1 rum,"36,5 m²",Ja,"1 av 8, hiss finns",1959,2 238 kr/mån,https://www.hemnet.se/salda/lagenhet-1rum-lorensborg-malmo-kommun-stadiongatan-55d-1480811,,,,,,,,55.5840392,12.9810834
2 050 000 kr,Torekovsgatan 9 B,Lägenhet,"Sorgenfri, Malmö kommun",Såld 22 juni 2022,Majlinda Halimi Hugosson,https://www.hemnet.se/maklare/erik-olsson-fastighetsformedling-435894/majlinda-halimi-hugosson-12128,30 597 kr/m²,1 850 000 kr,+200 000 kr (+11 %),Lägenhet,Bostadsrätt,3 rum,67 m²,Ja,"2 av 4, hiss finns ej",1952,4 348 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-sorgenfri-malmo-kommun-torekovsgatan-9-b-5628526174884691810,2 640 kr/år,,,,,,,55.5928561,13.0239507
900 000 kr,Thomsons väg 26,Lägenhet,"Rosengård, Malmö kommun",Såld 08 februari 2022,Dardan Avdyli,https://www.hemnet.se/maklare/nyva-fastighetsformedling-ab-728631/dardan-avdyli-20083,14 754 kr/m²,895 000 kr,+5 000 kr (+1 %),Lägenhet,Bostadsrätt,2 rum,61 m²,Ja,"1 av 6, hiss finns",1970,4 123 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-rosengard-malmo-kommun-thomsons-vag-26-7073945353227193919,7 440 kr/år,,,,,,,55.5854412,13.0534652
2 875 000 kr,Östra Kristinelundsvägen 4B,Lägenhet,"Slottstaden, Malmö kommun",Såld 04 november 2020,Dan Andersson,https://www.hemnet.se/maklare/bjurfors-limhamn-1807/dan-andersson-4057,54 245 kr/m²,2 675 000 kr,+200 000 kr (+7 %),Lägenhet,Bostadsrätt,2 rum,53 m²,Ja,"7 av 8, hiss finns",2015,2 889 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-slottstaden-malmo-kommun-ostra-kristinelundsvagen-4b-1282958,9 264 kr/år,,,,,,,55.5966534,12.9795697
795 000 kr,Rödkullastigen 9B,Lägenhet,"Almhög/Eriksfält/Nydala, Malmö kommun",Såld 28 oktober 2016,,,9 876 kr/m²,845 000 kr,-50 000 kr (-6 %),Lägenhet,Bostadsrätt,3 rum,"80,5 m²",,,1960,4 949 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-almhog-eriksfalt-nydala-malmo-kommun-rodkullastigen-9b-594965,4 600 kr/år,,,,,HSB Brf Fosiedal I Malmö,,55.5747039,13.0200638
3 025 000 kr,Mäster Henriksgatan 8,Lägenhet,"S:t Knut, Malmö kommun",Såld 08 juni 2022,Malin Thelander,https://www.hemnet.se/maklare/erik-olsson-fastighetsformedling-435894/malin-thelander-6179,46 538 kr/m²,2 995 000 kr,+30 000 kr (+1 %),Lägenhet,Bostadsrätt,"2,5 rum",65 m²,Nej,"4 av 4, hiss finns ej",1936,4 426 kr/mån,"https://www.hemnet.se/salda/lagenhet-2,5rum-s-t-knut-malmo-kommun-master-henriksgatan-8-4988647238627234232",1 800 kr/år,,,,,,,55.59703,13.0155559
1 995 000 kr,Södra Förstadsgatan 117,Lägenhet,"Dalaplan, Malmö kommun",Såld 13 augusti 2021,Vesna Vulic,https://www.hemnet.se/maklare/norban-722491/vesna-vulic-16604,25 446 kr/m²,1 995 000 kr,0 kr (±0 %),Lägenhet,Bostadsrätt,"2,5 rum","78,4 m²",Ja,"2 av 5, hiss finns ej",1939,4 548 kr/mån,"https://www.hemnet.se/salda/lagenhet-2,5rum-dalaplan-malmo-kommun-sodra-forstadsgatan-117-1435347",6 000 kr/år,,,,,,,55.5859608,13.0058745
815 000 kr,Sallerupsvägen 32N,Lägenhet,"Ellstorp, Malmö kommun",Såld 21 februari 2019,,,23 971 kr/m²,850 000 kr,-35 000 kr (-4 %),Lägenhet,Bostadsrätt,1 rum,34 m²,,,1943,2 595 kr/mån,https://www.hemnet.se/salda/lagenhet-1rum-ellstorp-malmo-kommun-sallerupsvagen-32n-949887,,,,,,Hsb Brf Atle,,55.60216,13.0355782
1 595 000 kr,Västanväg 61A,Lägenhet,"Limhamn, Malmö kommun",Såld 01 juli 2020,,,27 034 kr/m²,1 595 000 kr,0 kr (±0 %),Lägenhet,Bostadsrätt,2 rum,59 m²,Ja,,1949,3 685 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-limhamn-malmo-kommun-vastanvag-61a-1213187,,,,,,,,55.5821991,12.9429439
1 450 000 kr,Döbelnsgatan 12,Lägenhet,"Rörsjöstaden, Malmö kommun",Såld 06 november 2018,Marielle Jungerup,https://www.hemnet.se/maklare/bjurfors-malmo-city-1806/marielle-jungerup-4076,41 429 kr/m²,1 295 000 kr,+155 000 kr (+12 %),Lägenhet,Annat,1 rum,35 m²,,,1924,1 774 kr/mån,https://www.hemnet.se/salda/lagenhet-1rum-rorsjostaden-malmo-kommun-dobelnsgatan-12-907715,,,,,,Bf Hemfrid upa,,55.605713,13.0194036
1 050 000 kr,Bodekullsgatan 37A,Lägenhet,"Östra Sorgenfri, Malmö kommun",Såld 21 april 2021,Philip Ekdahl,https://www.hemnet.se/maklare/croisette-malmo-slottsstaden-1091/philip-ekdahl-11614,25 735 kr/m²,1 095 000 kr,-45 000 kr (-4 %),Lägenhet,Bostadsrätt,1 rum,"40,8 m²",Nej,"1 av 4, hiss finns ej",,2 455 kr/mån,https://www.hemnet.se/salda/lagenhet-1rum-ostra-sorgenfri-malmo-kommun-bodekullsgatan-37a-1368873,,,,,,,,55.5924958,13.0263143
2 495 000 kr,Blåsebergavägen 27,Lägenhet,"Elinegård, Malmö kommun",Såld 23 maj 2022,Henrik Feuk,https://www.hemnet.se/maklare/husmanhagberg-malmo-4545/henrik-feuk-19708,45 780 kr/m²,2 645 000 kr,-150 000 kr (-6 %),Lägenhet,Bostadsrätt,2 rum,"54,5 m²",Ja,"3 av 6, hiss finns",2022,3 012 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-elinegard-malmo-kommun-blasebergavagen-27-400632389825675740,4 320 kr/år,,,,,,,55.5584257,12.9457379
1 200 000 kr,Ernst Jakobssons gata 12E,Lägenhet,"Husie, Malmö kommun",Såld 05 mars 2020,Maria Tillgren,https://www.hemnet.se/maklare/fastighetsbyran-malmo-169/maria-tillgren-1404,19 048 kr/m²,1 200 000 kr,0 kr (±0 %),Lägenhet,Bostadsrätt,3 rum,63 m²,Ja,"2 av 2, hiss finns ej",2004,5 866 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-husie-malmo-kommun-ernst-jakobssons-gata-12e-1152093,,,,,,,,55.583354,13.0835272
1 450 000 kr,Västra Stallmästaregatan 32,Lägenhet,"Slottsstaden, Malmö kommun",Såld 13 maj 2016,,,29 000 kr/m²,1 495 000 kr,-45 000 kr (-3 %),Lägenhet,Bostadsrätt,2 rum,50 m²,,,1945,2 767 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-slottsstaden-malmo-kommun-vastra-stallmastaregatan-32-515398,,,,,,Brf 32:an i Malmö,,55.596478,12.970749
860 000 kr,Sadelmakarebyn 4 B,Lägenhet,"Bunkeflostrand, Malmö kommun",Såld 19 oktober 2017,[email protected],"https://www.hemnet.se/maklare/hemverket-ab-36511/info-hemverket,se-144",21 500 kr/m²,775 000 kr,+85 000 kr (+11 %),Lägenhet,Bostadsrätt,1 rum,40 m²,,,,3 608 kr/mån,https://www.hemnet.se/salda/lagenhet-1rum-bunkeflostrand-malmo-kommun-sadelmakarebyn-4-b-749858,,,,,,Brf Sadelmakaren 3,,55.55700525,12.935840032163696
1 875 000 kr,Sandegårdsgatan 24B,Lägenhet,"Limhamn, Malmö kommun",Såld 12 oktober 2017,Johanna Olsson,https://www.hemnet.se/maklare/fastighetsbyran-malmo-169/johanna-olsson-9058,30 242 kr/m²,1 875 000 kr,0 kr (±0 %),Lägenhet,Bostadsrätt,2 rum,62 m²,,,1961,3 137 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-limhamn-malmo-kommun-sandegardsgatan-24b-745287,,,,,,Brf Havskräftan,,55.5805121,12.924457
995 000 kr,Rödkullastigen 11A,Lägenhet,"Almhög / Nydala, Malmö kommun",Såld 16 juni 2017,,,14 317 kr/m²,995 000 kr,0 kr (±0 %),Lägenhet,Bostadsrätt,3 rum,"69,5 m²",,,1961,4 464 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-almhog-nydala-malmo-kommun-rodkullastigen-11a-692733,,,,,,HSBs BRF Fosiedal,,55.5747425,13.0209681
2 900 000 kr,Signalgatan 6,Lägenhet,"Västra Hamnen, Malmö kommun",Såld 08 september 2020,Max Nilsson,https://www.hemnet.se/maklare/skandiamaklarna-malmo-vaster-oster-718231/max-nilsson-15577,51 786 kr/m²,2 695 000 kr,+205 000 kr (+8 %),Lägenhet,Bostadsrätt,2 rum,56 m²,Nej,"1 av 4, hiss finns",2008,2 758 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-vastra-hamnen-malmo-kommun-signalgatan-6-1247096,1 800 kr/år,Ja,,,,,,55.6159525,12.977705732850776
1 305 000 kr,Kronetorpsgatan 68 B,Lägenhet,"Segevång, Malmö kommun",Såld 17 maj 2022,Ellie Knutsson Olsrup,https://www.hemnet.se/maklare/erik-olsson-fastighetsformedling-727551/ellie-knutsson-olsrup-19045,18 252 kr/m²,1 195 000 kr,+110 000 kr (+9 %),Lägenhet,Bostadsrätt,3 rum,"71,5 m²",Ja,"3 av 9, hiss finns",1961,4 362 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-segevang-malmo-kommun-kronetorpsgatan-68-b-8365195554397767249,2 280 kr/år,,,,,,,55.6162347,13.0534938
1 050 000 kr,Osbygatan 14,Lägenhet,"Nobeltorget, Malmö kommun",Såld 30 juni 2021,,,42 339 kr/m²,1 100 000 kr,-50 000 kr (-5 %),Lägenhet,Bostadsrätt,1 rum,"24,8 m²",,1 av 4,,1 377 kr/mån,https://www.hemnet.se/salda/lagenhet-1rum-nobeltorget-malmo-kommun-osbygatan-14-1417272,3 600 kr/år,,,,,,,55.5899092,13.0172973
1 150 000 kr,Balladgatan 37,Lägenhet,"Högaholm, Malmö kommun",Såld 14 april 2023,Johanna Meyer,https://www.hemnet.se/maklare/fastighetsbyran-malmo-169/johanna-meyer-16549,17 969 kr/m²,1 195 000 kr,-45 000 kr (-4 %),Lägenhet,Bostadsrätt,2 rum,64 m²,Ja,"5 av 8, hiss finns",1971,3 879 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-hogaholm-malmo-kommun-balladgatan-37-7292705929041824626,,,,,,,,55.5623287,13.0116815
760 000 kr,Branteviksgatan 12B,Lägenhet,"Östra Sorgenfri, Malmö kommun",Såld 13 oktober 2015,,,15 050 kr/m²,750 000 kr,+10 000 kr (+1 %),Lägenhet,Bostadsrätt,2 rum,"50,5 m²",,,1955,2 899 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-ostra-sorgenfri-malmo-kommun-branteviksgatan-12b-428791,3 200 kr/år,,,,,Hsb Brf Gunnebo,,55.5920819,13.0314025
5 150 000 kr,Österportsgatan 1A,Lägenhet,"Drottningtorget / City, Malmö kommun",Såld 17 juli 2019,Marcus Abrahamsson,https://www.hemnet.se/maklare/skandiamaklarna-malmo-vaster-oster-718231/marcus-abrahamsson-7300,40 873 kr/m²,4 995 000 kr,+155 000 kr (+3 %),Lägenhet,Bostadsrätt,6 rum,126 m²,,,,6 926 kr/mån,https://www.hemnet.se/salda/lagenhet-6rum-drottningtorget-city-malmo-kommun-osterportsgatan-1a-1045880,3 000 kr/år,,,,,,,55.6079254,13.0117443
1 310 000 kr,Baskemöllegatan 8B,Lägenhet,"Nobel / Sorgenfri, Malmö kommun",Såld 28 juli 2020,Ola G Lindskog,https://www.hemnet.se/maklare/bodirekt-298/ola-g-lindskog-416,24 259 kr/m²,1 195 000 kr,+115 000 kr (+10 %),Lägenhet,Bostadsrätt,2 rum,54 m²,Ja,,1953,2 605 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-nobel-sorgenfri-malmo-kommun-baskemollegatan-8b-1225383,,,,,,,,55.5906836,13.0260575
1 950 000 kr,Lönngatan 38A,Lägenhet,"Lönngården, Malmö kommun",Såld 09 november 2022,Gea Sudin Nezami,https://www.hemnet.se/maklare/nyva-fastighetsformedling-ab-728631/gea-sudin-nezami-18795,17 727 kr/m²,1 995 000 kr,-45 000 kr (-2 %),Lägenhet,Bostadsrätt,"4,5 rum",110 m²,Nej,"1,5 av 4, hiss finns ej",1935,6 636 kr/mån,"https://www.hemnet.se/salda/lagenhet-4,5rum-lonngarden-malmo-kommun-lonngatan-38a-7985203202346394585",6 700 kr/år,,,,,,,55.5846028,13.0199528
1 505 000 kr,Gustaf Rydbergsgatan 12,Lägenhet,"Ribersborg, Malmö kommun",Såld 25 oktober 2021,Johanna Meyer,https://www.hemnet.se/maklare/fastighetsbyran-malmo-169/johanna-meyer-16549,44 925 kr/m²,1 495 000 kr,+10 000 kr (+1 %),Lägenhet,Bostadsrätt,1 rum,"33,5 m²",,1,1939,2 128 kr/mån,https://www.hemnet.se/salda/lagenhet-1rum-ribersborg-malmo-kommun-gustaf-rydbergsgatan-12-1484749,,,,,,,,55.6002731,12.9804084
1 250 000 kr,Prinsgatan 8,Lägenhet,"Limhamn, Malmö kommun",Såld 05 oktober 2023,Gustav Cagmo,https://www.hemnet.se/maklare/bjurfors-malmo-oster-2048/gustav-cagmo-8076,28 409 kr/m²,1 375 000 kr,-125 000 kr (-9 %),Lägenhet,Bostadsrätt,"1,5 rum",44 m²,Nej,"1, hiss finns ej",1943,3 516 kr/mån,"https://www.hemnet.se/salda/lagenhet-1,5rum-limhamn-malmo-kommun-prinsgatan-8-3633610712529894240",,,,,,,,55.5810978,12.930885
2 810 000 kr,Albinsrogatan 5B,Lägenhet,"Borgmästaregården, Malmö kommun",Såld 25 maj 2022,Britt Bergström,https://www.hemnet.se/maklare/croisette-lomma-717211/britt-bergstrom-15001,28 100 kr/m²,3 195 000 kr,-385 000 kr (-12 %),Lägenhet,Bostadsrätt,4 rum,100 m²,Ja,"4 av 17, hiss finns",1965,5 666 kr/mån,https://www.hemnet.se/salda/lagenhet-4rum-borgmastaregarden-malmo-kommun-albinsrogatan-5b-6382066617586555882,,,,,,,,55.5819099,12.9969721
1 425 000 kr,Linnégatan 65B,Lägenhet,"Limhamn, Malmö kommun",Såld 20 januari 2023,Mikael  Gröndahl,https://www.hemnet.se/maklare/bjurfors-limhamn-1807/mikael-grondahl-15691,36 917 kr/m²,1 450 000 kr,-25 000 kr (-2 %),Lägenhet,Bostadsrätt,1 rum,"38,6 m²",Ja,"3 av 3, hiss finns ej",1946,3 099 kr/mån,https://www.hemnet.se/salda/lagenhet-1rum-limhamn-malmo-kommun-linnegatan-65b-6349194120407106019,3 600 kr/år,,,,,,,55.580822,12.9393099
950 000 kr,Fajansvägen 65,Lägenhet,"Oxie, Malmö kommun",Såld 22 november 2018,Johan Dahlberg,https://www.hemnet.se/maklare/lansforsakringar-fastighetsformedling-malmo-39311/johan-dahlberg-12808,14 844 kr/m²,895 000 kr,+55 000 kr (+6 %),Lägenhet,Bostadsrätt,2 rum,64 m²,,,1982,4 559 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-oxie-malmo-kommun-fajansvagen-65-915450,,,,,,Brf Oxiden,,55.5354539,13.090956033499882
1 195 000 kr,Värnhemsgatan 13,Lägenhet,"Värnhem, Malmö kommun",Såld 25 augusti 2021,Malin Thelander,https://www.hemnet.se/maklare/lansforsakringar-fastighetsformedling-malmo-39311/malin-thelander-15811,27 159 kr/m²,1 195 000 kr,0 kr (±0 %),Lägenhet,Bostadsrätt,"1,5 rum",44 m²,Nej,"2 av 5, hiss finns",1936,3 393 kr/mån,"https://www.hemnet.se/salda/lagenhet-1,5rum-varnhem-malmo-kommun-varnhemsgatan-13-1442340",2 400 kr/år,,,,,,,55.6044542,13.0276775
1 850 000 kr,Sufflörgatan 1,Lägenhet,"Lindeborg, Malmö kommun",Såld 23 november 2021,,,23 567 kr/m²,1 595 000 kr,+255 000 kr (+16 %),Lägenhet,Bostadsrätt,3 rum,"78,5 m²",Ja,"4 av 8, hiss finns",,4 150 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-lindeborg-malmo-kommun-sufflorgatan-1-1501558,,,,,,,,55.5659062,12.9887204
